location_id,datetime,hour,day_of_week,month,aqi_value_no2,aqi_value_o3,aqi_value_pm25,concentration_no2,concentration_o3,concentration_pm25,overall_aqi,season_encoded,overall_aqi,overall_aqi_category
195,2025-07-21 06:00:00+00:00,-0.7396650168862547,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.008924182466490654,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 07:00:00+00:00,-0.5933353845556129,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.2570089870998178,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 08:00:00+00:00,-0.447005752224971,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.3190301882581495,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 09:00:00+00:00,-0.30067611989432913,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.5050937917331448,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 10:00:00+00:00,-0.1543464875636873,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.5050937917331448,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 11:00:00+00:00,-0.008016855233045454,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.7531785963664718,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 12:00:00+00:00,0.1383127770975964,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.8772209986831354,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 13:00:00+00:00,0.28464240942823826,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.6911573952081401,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 14:00:00+00:00,0.4309720417588801,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.2570089870998178,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 15:00:00+00:00,0.5773016740895219,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.008924182466490654,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 16:00:00+00:00,0.7236313064201638,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.17713942100850458,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 17:00:00+00:00,0.8699609387508056,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.4252242256418316,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 18:00:00+00:00,1.0162905710814474,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.4872454268001634,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 19:00:00+00:00,1.1626202034120894,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.549266627958495,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 20:00:00+00:00,1.3089498357427312,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.4872454268001634,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 21:00:00+00:00,1.455279468073373,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.7973514325918221,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 22:00:00+00:00,1.601609100404015,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.549266627958495,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-21 23:00:00+00:00,1.7479387327346567,-1.361029464534696,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.4872454268001634,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 00:00:00+00:00,-1.6176428108701058,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.3632030244834998,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 01:00:00+00:00,-1.471313178539464,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.11511821985017276,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 02:00:00+00:00,-1.324983546208822,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.1329665847831543,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 03:00:00+00:00,-1.1786539138781802,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.2570089870998178,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 04:00:00+00:00,-1.0323242815475384,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.3190301882581495,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 05:00:00+00:00,-0.8859946492168965,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.3190301882581495,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 06:00:00+00:00,-0.7396650168862547,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.3190301882581495,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 07:00:00+00:00,-0.5933353845556129,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.5050937917331448,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 08:00:00+00:00,-0.447005752224971,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.7531785963664718,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 09:00:00+00:00,-0.30067611989432913,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.6291361940498084,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 10:00:00+00:00,-0.1543464875636873,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.7531785963664718,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 11:00:00+00:00,-0.008016855233045454,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.8772209986831354,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 12:00:00+00:00,0.1383127770975964,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.9392421998414672,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 13:00:00+00:00,0.28464240942823826,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.6911573952081401,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 14:00:00+00:00,0.4309720417588801,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.443072590574813,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 15:00:00+00:00,0.5773016740895219,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.1329665847831543,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 16:00:00+00:00,0.7236313064201638,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.11511821985017276,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 17:00:00+00:00,0.8699609387508056,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.4872454268001634,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 18:00:00+00:00,1.0162905710814474,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.6733090302751586,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 19:00:00+00:00,1.1626202034120894,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.6112878291168269,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 20:00:00+00:00,1.3089498357427312,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.7973514325918221,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 21:00:00+00:00,1.455279468073373,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.4872454268001634,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 22:00:00+00:00,1.601609100404015,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.6112878291168269,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-22 23:00:00+00:00,1.7479387327346567,-0.7856489757100256,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.3632030244834998,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-23 00:00:00+00:00,-1.6176428108701058,-0.21026848688535507,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,0.30118182332516796,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-23 01:00:00+00:00,-1.471313178539464,-0.21026848688535507,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.008924182466490654,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-23 02:00:00+00:00,-1.324983546208822,-0.21026848688535507,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.07094538362482247,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
195,2025-07-23 03:00:00+00:00,-1.1786539138781802,-0.21026848688535507,0.0,0.0,0.0,-0.8923224382555471,-0.31195836770428365,-0.3190301882581495,-0.8809718163959749,-0.8923224382555471,0.0,0.0,Good
